track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,decade
4xEF6fLuXzUiWJzMqhmpTh,So Predictable,Set It Off,57,5gHAu5aad9M7xKhxZ3pSZx,After Midnight (Part 2),2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.564,0.867,5,-3.238,0,0.0541,0.11,0,0.155,0.505,150.004,181332,2000
4jFZAUKEVJkaba8aCqHR3d,Lonely,Walk Off the Earth,51,6qZ8FH1kaM2V2BPXtRvPbZ,Lonely,2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.736,0.734,1,-5.303,1,0.0306,0.399,7.24e-6,0.117,0.509,98.001,162442,2000
0PsRz82DCGREaAwbYJ8FAL,Broken Hearted,Mattia Pironti,40,6OmN1ovn1r8Ek2NqZhNYub,Broken Hearted,2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.737,0.583,5,-6.403,1,0.274,0.27,0,0.0808,0.751,173.987,177731,2000
5p1o6C1wzfFUlfAUcqq8Gl,Building Chemistry,Cody Francis,42,2oCTs2Y6hpy8QpcirwqzPp,Get to Know You,2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.783,0.42,1,-8.779,1,0.0312,0.305,1.08e-6,0.123,0.446,101.998,193625,2000
1sSNWjLtY4GwyhqAwAnPD9,"Sit Still, Look Pretty",Daya,11,5qklOJdg6WTDIZc6W1YjDQ,Daya,2015-09-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.659,0.767,2,-3.016,1,0.261,0.12,0,0.181,0.554,181.818,200717,2000
5e0vgBWfwToyphURwynSXa,Run Away With Me,Carly Rae Jepsen,62,6UjZgFbK6CQptu8aOobzPV,Emotion,2015-08-21,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.564,0.719,1,-5.505,1,0.0475,0.0126,1.77e-4,0.0536,0.251,119.023,251320,2000
6p6jjE7ki1CxYCHKbCMh0s,Go,Grant Terry,0,0xwWax4TWn8kwkmbeMoqTw,Silent War,2014-05-06,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.583,0.613,9,-4.786,0,0.0414,0.0309,0,0.0637,0.815,204.068,218886,2000
3HvJkF7TFCt1SN3QXODJad,Dancing On Glass - Acoustic,St. Lucia,10,0ZXdMxQvW1R0OXLMutfpPZ,Dancing On Glass (Acoustic),2016-02-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.589,0.829,11,-8.187,1,0.0364,0.159,6.36e-5,0.363,0.945,101.404,229720,2000
5FuhQBzXpakYPM5NkrnhYR,Calahonda,Tall Tree Tales,17,2eTuC127CjxAtYq1mhFy2E,Calahonda (EP),2016-04-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.508,0.912,7,-4.467,1,0.0412,0.0326,0.00198,0.176,0.712,167.799,199667,2000
1jJci4qxiYcOHhQR247rEU,Kids,MGMT,76,6mm1Skz3JE6AXneya9Nyiv,Oracular Spectacular,2007-12-14,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.451,0.931,9,-3.871,1,0.0719,7.6e-4,0.0049,0.361,0.172,122.961,302840,2000
4kK14radw0XfwxJDPt9tnP,Painting (Masterpiece),Lewis Del Mar,57,7BKGTpCWDwTCeHnlLFcfLJ,Lewis Del Mar,2016-10-07,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-6,0.0534,0.711,91.966,243413,2000
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,MGMT,77,6mm1Skz3JE6AXneya9Nyiv,Oracular Spectacular,2007-12-14,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,2000
689izEMmyU0vp280Y0JLMl,Lost (Lenno Remix),Scavenger Hunt,30,0llgzDj4NBSZ4i5dYHJw6d,Scavenger Hunt - EP,2015-01-09,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.487,0.79,0,-4.299,1,0.0389,0.00329,5.42e-4,0.447,0.24,103.503,222384,2000
5nFlcwk4U6KTFIB1Ij23Bt,Falling In Love,Crystal Bats,0,53NegA8GGWjXH9biCboUaO,Falling In Love,2013-12-16,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.555,0.616,0,-6.049,1,0.0311,0.00236,0.014,0.0993,0.222,101.985,222403,2000
12LU5Tp6xEaJ8qMdaLO4MW,Neon,Frida Sundemo,0,5GlJD1iZGNGKTwoss2ga7b,Lit Up By Neon,2014-05-05,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.483,0.608,2,-10.541,1,0.053900000000000003,0.886,0.0153,0.107,0.166,142.016,228120,2000
1U0nWcWMR1gyHEHBvx5YpW,You,dodie,54,6xeFX3yRvaEV7ny5WKZ4cA,You - EP,2017-08-11,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.586,0.659,10,-12.256,1,0.196,0.844,5.32e-5,0.313,0.715,155.357,170975,2000
3s2C5xTanm4Kk3Ed2Rb2mo,Road Trip,chloe moriondo,48,5N83DElmMbgJiPV6u7qEyn,Rabbit Hearted.,2018-07-31,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.629,0.272,0,-15.511,1,0.0388,0.869,6.92e-6,0.0938,0.579,87.23,129682,2000
5QUsyhPk2WXnMQ0KwvyEp2,Crush Culture,Conan Gray,0,3RXRZ2g2C0C1kKoAetHw7Q,Crush Culture,2018-10-26,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.631,0.772,0,-5.36,1,0.0649,0.131,0,0.126,0.439,89.996,204133,2000
3rIKurK8njiyQvZQsSU6bl,Nothing,Rex Orange County,62,2NBVxjZcbH5H1N1Ab2ExDH,Apricot Princess,2017-04-26,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.725,0.418,9,-8.799,1,0.0309,0.346,1.01e-6,0.0658,0.378,77.923,293347,2000
6vBYLDvY6vMzHMknz56Ls3,Limelight (feat. R O Z E S),Just A Gent,47,2i8MxmZOhwcxHKR9BF2Cg5,Limelight (feat. R O Z E S),2014-10-17,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.694,0.739,8,-2.078,1,0.0742,0.517,0.00102,0.128,0.563,119.965,211130,2000
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,76,7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,2012-06-22,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,232947,2000
2aiAzLLkHcdJOnkLlpqHUe,Mortel,Fishbach,33,5PFwiT6HcxgzRsRQEdursw,A ta merci (deluxe),2018-02-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.597,0.626,5,-5.872,0,0.0265,0.00175,0,0.0689,0.762,95.978,236547,2000
4ho76qriHdzQFaoKhrPvwr,Each Time You Fall in Love,Cigarettes After Sex,38,3v26hVaCG4RGS0DqjaKxnB,Each Time You Fall in Love,2017-05-16,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.383,0.534,10,-8.829,1,0.0277,0.468,0.676,0.14,0.276,76.046,290160,2000
6te1QldCR1BWiNgwZADpu4,A1,DARKSIDE,49,6LoMZqhaHJtZUOczdAkN0p,Darkside,2011-11-17,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.718,0.287,11,-12.835,0,0.181,0.489,0.836,0.0995,0.118,176.112,358636,2000
3dAxzv7hkxipbuWJaOMzAl,Burn the Witch,Radiohead,45,2DCzgO12HyMeGxoQlbtvQV,Burn the Witch,2016-05-03,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.541,0.847,11,-6.52,1,0.0297,0.303,0.271,0.109,0.62,148.937,220609,2000
5y0wWqRzCBY1MRbguE73Z1,On My Own,Paperwhite,19,2rZXQbFUlCmyAS7HlTqWYF,Escape,2016-05-10,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.61,0.899,7,-5.462,1,0.0286,0.00493,0.104,0.168,0.338,112.081,239253,2000
21PFmyhCNDENa8CfNYaPbY,Wanderlust,Paperwhite,27,2rZXQbFUlCmyAS7HlTqWYF,Escape,2016-05-10,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.445,0.893,5,-6.132,0,0.0533,0.00143,0.0241,0.184,0.143,195.696,208053,2000
29gadGnxeyCsHeXeRpEkeG,At Night (I Think About You),MNEK,0,5qEgag05el84wUpg7uZ5VH,At Night (I Think About You),2016-05-13,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.552,0.879,7,-3.306,0,0.0833,0.0152,0,0.082,0.612,145.007,215820,2000
4rNOAEQx9ywqkihRssCm2t,Bring Me Your Love (feat. THEA),Giraffage,0,2WuAF6N5FqIYAhoCQLmohi,Bring Me Your Love (feat. THEA),2016-08-15,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.676,0.587,1,-6.441,0,0.0291,0.422,5.4e-5,0.0764,0.485,116.001,240323,2000
4qH3RkbFgzxYyXUD8YC8kr,Capsize,FRENSHIP,5,1jdW5xC077fIMrnDNUJuec,Capsize,2016-04-15,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.676,0.356,92.993,237581,2000
6923H6OtBkxdFrepzaVXMd,Gemini Feed,BANKS,3,3SzNTLHbVm0borYWkbrzf0,The Altar,2016-09-30,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.768,0.653,11,-6.272,0,0.0822,0.194,4.71e-4,0.14,0.514,101.996,186333,2000
0xLb9aKxyObbRgMnfW7bvB,emotion,lovelytheband,35,0tF6XGxRVTrKfnC0UGlTAT,everything i could never say...,2017-09-22,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.673,0.774,9,-6.708,0,0.0417,0.00828,0.00648,0.0649,0.662,133.023,219474,2000
3oCI9IEwKLMMBo8d9Rjw1z,Get Me Off,Crush Club,12,5F1iAZQXenIXhOvphtRHwr,Get Me Off,2016-09-09,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.821,0.885,5,-4.867,1,0.0527,0.0014,3.1e-4,0.19,0.87,109.998,240000,2000
0XYvHhtD8ONs8Kqzx7D1On,Touch,Great Good Fine Ok,30,6LtLFeeMJ8mKUfXXIytQ3g,Touch,2018-07-13,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.701,0.7,8,-6.634,1,0.0766,0.36,2.87e-5,0.165,0.432,99.954,218670,2000
75ZKw8JLaFsYr51J44fQ4N,drive all night,joan,50,2e05jEqzsX5SeYkGQQxkFf,drive all night,2019-02-01,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.542,0.758,9,-5.032,1,0.0313,1.84e-4,5.63e-6,0.144,0.43,156.128,178480,2000
3coUcc0CDAHz2QwdP7Pee8,If You See Her,LANY,63,6SWmGozzQDUaczHXMuE8Za,Malibu Nights,2018-10-05,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.635,0.679,1,-7.374,1,0.0861,0.0375,0,0.0954,0.239,117.867,182901,2000
7yj6i3TaFhBvxbLGejrvfw,Cheapest Flight,PREP,59,0kfmoqtMDBgEK19gge4a2z,Cheapest Flight,2016-01-01,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.676,0.654,5,-5.229,0,0.0373,0.292,1.08e-5,0.137,0.563,80.003,268461,2000
27W2xRl5A5vUTuj0kX6YmW,Lovesick,Fickle Friends,35,7LdUzhm4SloDil5y0sRen0,You Are Someone Else,2018-03-16,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.768,0.814,4,-4.288,1,0.0572,0.0289,0,0.0654,0.876,124.042,197600,2000
5t7SHDPq9Ef7O92chdneBs,Do It Again,No Rome,46,1SaI0lheU4SO5fAzmKBYlG,Do It Again,2018-05-24,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.671,0.388,8,-8.302,1,0.0632,0.041,3.02e-4,0.108,0.634,158.687,173748,2000
7gcVX05HnwUIHev1pkh0ne,Quicky,Fractite,31,7y1kND5L0avs3E6JtRAXIh,Quicky,2020-01-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.74,0.123,8,-10.878,0,0.0734,0.00163,0.808,0.0827,0.205,90.988,79121,2000
1xHXZxN2boq8o6ohlAlB1O,Raw Quartet,Cookin Soul,59,5U50WTkFpKyj7jqvdYSKrg,Raw Quartet,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.661,0.47,7,-5.195,1,0.0917,0.163,0.329,0.192,0.339,84.024,182857,2000
4ZngBJlBDwEwl3Fv2Hy6QQ,tilda,keko.the.dog,50,5yT0n3yhZPGI3CS00v8X5p,tilda,2019-12-06,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.675,0.472,1,-10.885,1,0.0577,0.656,0.88,0.0838,0.615,170.009,130059,2000
2Fs5uaRcKRwmAth4u5LzaZ,Hokusai,Cap Kendricks,50,5KL87bxrf1eTtgk6wCOgqK,Hokusai,2019-12-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.64,0.553,6,-10.941,0,0.0304,0.0616,0.946,0.115,0.485,129.98,153571,2000
4mEyUJn4hgJCz75UWv3YTz,Cordite In The Air,mädmäx,54,6U1XK3GpfWyUtQUsos1Zn2,Cordite In The Air,2019-12-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.682,0.147,1,-15.461,0,0.311,0.283,0.0192,0.133,0.296,85.038,130765,2000
5C4sp6JprCFTO9ZQcg4qXs,By,HNNY,58,7zhdVONU5HcwpbmC7XtXsn,Hosoi,2019-09-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.679,0.427,2,-11.273,0,0.0753,0.621,0.564,0.102,0.301,168.103,166345,2000
2YK5YJzVXMrVjt5dJWbNCY,spaced out,Cozy Collective,50,2ly20anBY8a8m6Ve58s32J,"Cozy Friends, Vol. 2",2019-02-25,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.546,0.191,0,-21.84,1,0.0373,0.916,0.922,0.091,0.131,138.143,83513,2000
3lz8akHskRyiSkvfwK0gqk,Sleep Deep,Omaure,51,3oloLw4PKJuqDNNRfYmVcB,Wingsuit,2019-05-02,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.533,0.37,7,-12.646,1,0.0583,0.8,0.945,0.103,0.326,204.637,98888,2000
2BaWEDerOWY1ShD3rpqgWv,Pero Asi,Made in M,59,1FxqDi3bJ8tL1nyQz1MHY1,Chillhop Raw Cuts 2,2017-07-31,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.812,0.225,5,-12.284,0,0.334,0.687,0.615,0.078,0.672,83.985,114458,2000
6LldfZLHQMlNYLG19mDR6x,Morning Dew,fantompower,52,0FBkB6e7deadNGBxQCpQc0,Chillhop Essentials Spring 2019,2019-03-20,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.462,0.287,10,-19.148,1,0.0858,0.939,0.905,0.0801,0.121,127.98,151500,2000
5DyLzEMSAwWWuAVfKhHGLh,Fragile Stevie,Jobii,56,5KJBBbEJiFqcIRxT61fm6D,Runoff,2019-04-26,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.662,0.28,7,-18.651,1,0.0726,0.696,0.881,0.0955,0.132,120.018,166500,2000
2VnKo1kUEFkM5CwzsreulS,RideOut,enjo,49,0i2BugEZOry3RpeCA9kJSA,EnjoyLife,2017-08-04,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.78,0.327,10,-8.763,1,0.136,0.915,0.689,0.112,0.388,82.027,79024,2000
7oK04GdOZr7uU3ccbZCOr6,Rest Easy,Cozy Collective,47,5Y6TmzM5x4VCQ5fl3gB81y,"Cozy Waves, Vol. 2",2018-07-25,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.42,0.0881,4,-12.717,1,0.293,0.844,0.214,0.151,0.636,211.644,137195,2000
2V9u4CoNKwP7WV7gJme2LC,4 [bump],[bsd.u],50,0rXue3LLSLUXoMatPLmxuU,BLESS Vol. 2,2018-07-11,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.826,0.391,0,-10.978,1,0.498,0.969,0.025,0.114,0.813,79.139,64719,2000
2Yy1oOzy0RQuXB0cQcFsys,My City,M.C. Azad,32,4DdbiC4ApXLOQU9qCg1amF,Most Wanted,2018-01-07,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.687,0.7,2,-6.966,1,0.218,0.288,0,0.134,0.188,139.855,209189,2000
12M2FNbOi1FOIe5KBGEwU3,Rabb Rakha,BIR,31,7xiFRhSJMOAaE9NQp7UnEb,Rabb Rakha,2018-12-07,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.885,0.58,10,-10.24,0,0.225,0.719,8.74e-5,0.12,0.94,93.981,167547,2000
0wcvsHMMrwA1Ah47RDJpdj,Farak,DIVINE,54,3B9SId4F7IoFZpPKvuCJQT,Farak,2017-02-17,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.712,0.692,6,-4.29,0,0.274,0.153,0,0.205,0.326,95.025,188348,2000
4I9KMyos5GGAuop5XTXLIj,Suede Gully,Puma,38,5uxH9Qj3ki6ZaMMquLqh8s,Suede Gully,2017-12-04,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.797,0.736,2,-5.6,1,0.147,0.0196,0,0.0858,0.562,100.041,193071,2000
4SPUVPV2Db8B5xDaFWg9rD,Now That You're Gone,Kavv,61,4voV3031raDJ9EjJZVuVMa,Now That You're Gone,2018-12-20,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.819,0.289,5,-9.791,0,0.417,0.935,0.918,0.101,0.371,85.02,120004,2000
3K5Gqh7UtYJp8MYaAIMWqd,Céleste,Psalm Trees,59,3tVflOtxq9mZbG1PT1Pv8n,Céleste,2019-10-21,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.639,0.308,0,-12.329,1,0.0571,0.863,0.833,0.0648,0.478,79.518,144906,2000
2JWTVS3ndZcwJrabnCAWvD,Hotel,Dylan Sitts,58,25z7PJPi2VM4jg3trb5C12,Glazed,2019-03-01,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.639,0.359,8,-8.64,1,0.0662,0.0839,0.769,0.116,0.149,91.094,159560,2000
6NyUKv40Lorxjlet7IltHJ,Quiet Nights,Epektase,56,3RxehYUQevCTUpCzZMI5Ed,Quiet Nights,2019-11-22,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.734,0.144,11,-10.34,0,0.0426,0.649,0.769,0.105,0.175,74.972,128000,2000
37I8L2Cx6PScWXn0tkN4wV,Rose Garden,Kupla,58,48hLO6DyflUOXESgg64zOA,Imaginary,2019-02-25,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.669,0.537,10,-10.599,0,0.0628,0.253,0.805,0.158,0.725,155.99,126280,2000
5nKSxq2yNgQLtgzqJxPn41,i wish it would never stop snowing,Sleepy Fish,61,0FBkB6e7deadNGBxQCpQc0,Chillhop Essentials Spring 2019,2019-03-20,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.804,0.164,4,-14.07,1,0.0492,0.0365,0.831,0.0927,0.419,126.953,196500,2000
5n16dEoZ1OwdpqOIK13m1X,Faces,Knowmadic,64,67qmIPe1qBlLUS4jSvm4nC,Faces,2019-01-07,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.615,0.424,11,-12.324,0,0.114,0.968,0.809,0.106,0.178,159.033,133165,2000
6HPRxfAFmvHZqQHtB1OPPu,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),Quando Rondo,69,7KJwcSLglruWIOav9w3bKS,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),2020-01-03,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.833,0.614,2,-4.842,1,0.17,0.13,0,0.0858,0.389,100.03,198608,2000
3Xo6NqkOMHfw9QwxzYQ36c,Hold On,N7,44,11XSr1g7rkOsyHTTyFvWeh,Hold On,2020-01-16,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.898,0.624,9,-7.414,1,0.334,0.0737,0,0.246,0.854,140.034,129035,2000
56yyecUavZFNRc9W5t0P8O,CASH COW,NGHTMRE,67,1jd4dq1xm8me7AvD2EHWPH,CASH COW,2019-11-15,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.733,0.722,0,-5.07,1,0.0842,0.0359,6.34e-6,0.111,0.29,135.97,222027,2000
36sI03C20IFHKB1f63ezOD,All I Know,Jordan Solomon,46,49X8ECkGZQ18NWMHxajxjf,All I Know,2019-11-08,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.91,0.443,8,-11.183,0,0.23,0.103,0,0.103,0.45,100.982,105533,2000
5fuz3apTO0JuTErm53CGXf,Live This Wild,Lil Mosey,41,7D3IDnds4totDYBNl5h3XS,Live This Wild,2019-11-05,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.697,0.685,7,-7.005,1,0.0712,0.14,0,0.0824,0.808,94.06,122853,2000
04VF7AgF5f5LR4TBAvGqB7,Kochaj Mnie,Szpaku,65,3TCphhPtgZMqTci3ezqPPy,Kochaj Mnie,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.514,0.546,2,-5.853,0,0.0676,0.306,0.0129,0.134,0.0848,139.565,185143,2000
3folQRowvURG094lAYvTLo,TIRy,BORCREW,57,1I5c0By0rOE0CYMHTZmSyK,TIRy,2019-11-29,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.719,0.778,0,-8.337,0,0.348,0.614,0,0.137,0.652,140.844,204255,2000
6eFkf1xxOehBGMpDyUrEk4,Co u Ciebie?,Filipek,53,7vE3PXx4peRnGRyUPdX1OJ,Bipolar,2019-12-20,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.789,0.652,0,-7.913,1,0.159,0.386,0,0.186,0.414,106.017,185313,2000
248wm0QJjthcaWCCXoXfDf,NICKI,Trill Pem,66,69xiOCWlOEtJcZhPo1QLGp,NICKI,2019-08-08,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.789,0.525,0,-4.323,1,0.123,0.126,0,0.0958,0.073,137.006,234764,2000
06iMqWThw4w8fTFyccvOwr,Ride Wit Me,Nelly,13,2HWBPvQoaMFBF6krXyzpOv,Country Grammar,2000-06-27,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.854,0.692,7,-6.625,1,0.0479,0.0668,0,0.247,0.753,101.865,291782,2000
1IAzD1muglOxOcPbUHs70R,Whatever You Like,T.I.,74,5PfepkNWgRR2DI02Y8AawC,Paper Trail,2008-09-08,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,249533,2000
4mmkhcEm1Ljy1U9nwtsxUo,Through The Wire,Kanye West,69,4Uv86qWpGTxf7fU7lG5X6F,The College Dropout,2004-02-10,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-6,0.158,0.66,83.089,221227,2000
6BdgtqiV3oXNqBikezwdvC,Over,Drake,63,6jlrjFR9mJV3jd1IPSplXU,Thank Me Later,2010-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,233560,2000
5zd9TgduWbfFXwgnm3K3Rz,Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,55,0Pe9KCcaFK7CkeZPWXCuaB,Most Known Unknown (New Package-Explicit),2006-06-20,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.729,0.795,7,-4.579,1,0.144,0.354,0,0.536,0.856,146.747,176880,2000
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),Drake,88,00HZxSA1sOS9T3nA950sg4,The Best In The World Pack,2019-06-15,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,2000
4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Lil Nas X,78,4IRiXE5NROxknUSAUSjMoO,7 EP,2019-06-21,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-5,0.465,0.657,140.081,158707,2000
3CLd7BfvgsBwBUI8kwFLU6,iSpy (feat. Kodak Black),KYLE,64,6YbUfNMvQNMkwiafq32a44,iSpy (feat. Kodak Black),2017-06-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.776,0.724,7,-4.874,1,0.216,0.455,0,0.109,0.677,74.987,227779,2000
5de7ci7TFqbQ1PFgKAD7MR,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,70,4oiTkphB9JYcl3lRVYGxCv,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",2017-03-30,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.703,0.661,6,-3.885,1,0.053900000000000003,0.0517,0,0.34,0.495,149.906,249240,2000
4EAV2cKiqKP5UPZmY6dejk,Everyday,Logic,77,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,204747,2000
