track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6sq5mqtS3jwJjvBHALknJH,Hair Down (feat. Kendrick Lamar),SiR,70,5w27XydFTwAPV5GjsWya37,Hair Down (feat. Kendrick Lamar),2019-08-08,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.804,0.509,8,-10.833,0,0.132,0.208,1.1e-4,0.314,0.472,120.074,217006
2hJf188Sz3XxfBDmYK1IMC,2012,Joey Purp,51,0ffPsL9V1eNMi54MEHMehn,QUARTERTHING,2018-09-13,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.956,0.427,6,-7.39,0,0.447,0.799,0,0.0886,0.271,123.083,183881
1oJssChX7jb4SoUQa3juR1,I Like That,The Last Skeptik,40,1d7t2Jy5cJe8JmZ0yJ4IMV,I Like That,2019-07-26,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.721,0.645,9,-7.837,0,0.0513,0.00408,0.00179,0.0957,0.415,113.068,229911
1PyiRvWU7csopxZR122TUp,Elixir,Wiki,49,62wZ3JUG8KfTsz2OnLC0TI,Elixir,2018-12-06,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.812,0.593,0,-8.165,0,0.507,0.288,0,0.123,0.749,146.321,152093
76IVpz47q3ghkxoUeTTEKb,COLT,Samra,80,77X9PDPmSWyeOrbq5Md56H,COLT,2019-12-05,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.544,0.53,9,-6.168,0,0.428,0.345,0,0.0981,0.184,90.093,179813
3Dkfcd3DbXGVmM05KCRuFA,CASINO ROYAL,Kianush,77,6C0AQhEWVfiT8gycgA61be,CASINO ROYAL,2019-12-05,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.754,0.68,0,-6.331,0,0.224,0.345,0,0.153,0.499,118.008,171356
65CbgMolzhCQuyZfKuQ7jS,2am,Karan Aujla,58,45Z9T8mKtnv2QXIQrbxHB3,2am,2019-09-19,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,0.602,0.678,11,-7.516,0,0.113,0.206,0,0.21,0.558,159.899,257149
5rPQTpvG1ulrJ52Jb204h7,Gedi,Kulbir Jhinjer,50,4lB2uDsyCeea8tsev70Zug,Gedi,2019-11-03,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,0.727,0.709,4,-6.125,0,0.324,0.284,0,0.133,0.751,154.067,179815
6vKTm5I3Nqpw6CJt7NgHLz,Pagol,Deep Jandu,58,4t7zL0b2Z2JtFDKN3kNC92,Pagol,2019-07-08,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,0.724,0.498,1,-4.563,0,0.347,0.29,0,0.0996,0.869,169.976,219336
6ElANRiS4S25oIn361o8Ye,Trend,Sidhu Moose Wala,52,07LkboydJU8NSoNXkviZfJ,Pbx 1,2018-10-18,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,0.626,0.725,7,-5.482,1,0.207,0.0755,0,0.245,0.556,179.953,221818
4TweOQ4jhkGbK4TZgRYEKz,Calavera,Chato 473,45,2jaoj5DEBB3awz89s4gQJL,Calavera,2019-09-01,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.73,0.803,5,-6.432,0,0.304,0.486,0.00769,0.178,0.907,78.106,211619
1kPBfgw6LrlKF4A95DrWJ6,Botas y Texana,La Plebada,53,1JzBKmGquiMOsmZLXwvgCe,De Lo Más Solicitado,2019-09-11,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.838,0.688,2,-8.413,0,0.0793,0.0783,0,0.0748,0.706,134.01,210663
02fkeHmp0dxm3po2b3inK3,"Tú, Mi Amiga y Yo También",Ali Masare,39,2m0aEdjGMPrwAy0TL07KDN,"Tú, Mi Amiga y Yo También",2019-11-08,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.808,0.567,7,-7.286,1,0.212,0.277,0,0.191,0.697,145.993,176507
5SS74EJ2AxykcV1AAREyq1,Malandro,TREN LOKOTE,47,0MNHGURwA0ATwcIosIoH8Z,Malandro,2019-07-20,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.674,0.962,1,-4.122,1,0.322,0.00211,0,0.169,0.849,176.069,166905
1Bcdd9sON7RF4RbgXqbgOt,Huesos Secos,Fermin IV,36,25UwWDStqhHcODxO1MLtbj,Decisiones,2019-11-15,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.673,0.555,7,-8.3,1,0.218,0.0438,0.00104,0.183,0.424,158.145,281760
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,65,00kSgH9g6nYBQhjnRQFBew,Battle Of The Sexes (Deluxe),2010-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,216933
22F01qwlQDpxjPN8UQFz8n,Po' Folks (feat. Anthony Hamilton),Nappy Roots,48,0bBs62WaX2oJOq2W35BDis,"Watermelon, Chicken & Gritz",2002-02-26,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.854,0.847,2,-3.03,1,0.258,0.212,0,0.0894,0.651,86.062,255227
6KqHJ5Wui99h0tgmOnmmz4,Gossip,Big Boi,9,40qvYxSmDmWgk5kU1mPSqx,Gossip,2012-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.835,0.747,4,-6.139,0,0.323,0.0478,0,0.366,0.628,86.978,218787
1qhgBzRH0jOzoVZJ2K1hDn,Royal Flush (feat. André 3000 & Raekwon),Big Boi,39,2AVZWmjkd1ymvErMUmmSYe,Royal Flush (feat. André 3000 & Raekwon),2008-04-26,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.719,0.671,11,-6.881,1,0.404,0.175,0,0.133,0.704,94.983,195360
3OmhcOxTqR2sQCRwfR1ojb,Killafornia,Cypress Hill,28,4mnWMtvvwK9Ax2RsxBqAkv,Iii (Temples Of Boom),1995-10-31,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.786,0.663,6,-12.433,1,0.194,0.159,7.89e-5,0.103,0.338,92.112,176733
5PpN5gFDoEO8bCw8P8yKhK,Ex (feat. YG),Ty Dolla $ign,42,2wtx5XeYMFOpY40eK9f7fA,Beach House 3 (Deluxe Edition),2018-05-11,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.77,0.426,5,-5.717,0,0.0473,0.0116,0,0.273,0.523,102.056,163133
6Gkdq550XBZoACE78rYD6g,The L.A. Song,People Under The Stairs,45,2ood8bH4VbEAaxPpTFaSCy,O.S.T.,2003-06-02,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.84,0.911,7,-3.241,1,0.221,0.0867,0,0.117,0.734,91.012,266973
4G3dZN9o3o2X4VKwt4CLts,Passin' Me By,The Pharcyde,67,48kU5gP41TqZEw32Cwhsna,Bizarre Ride II The Pharcyde,1992-11-24,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-6,0.265,0.613,87.059,303493
0JjgNoZJ2l49O2ztVRnSNt,L.A.,Murs,39,3KemAqTdgRAp1ZKInbgxyq,Murray's Revenge,2006,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.467,0.829,10,-5.298,0,0.377,0.00511,1.01e-5,0.174,0.916,160.125,169107
1uqMiLD3uoBepH4sf8OEuF,Money On My Mind,Daz Dillinger,42,1Qc4in4IdejmQyzFRr4M1S,So So Gangsta,2006-01-01,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.837,0.604,4,-6.822,0,0.0865,0.0109,8.21e-6,0.123,0.505,83.714,256960
1eRBW1HcyM1zPlxO26cScZ,The Recipe - Bonus Track,Kendrick Lamar,60,3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",2012,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.759,0.782,11,-6.975,0,0.0741,5.89e-4,0,0.35,0.507,131.04,352853
2rwmKpWW6o6anOhvcyiJOw,Nothin' But The Cavi Hit,Mack 10,53,2esSqztHIhZfXup4PihEoD,Best Of Mack 10,2007-01-01,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.852,0.741,1,-5.435,0,0.135,0.0247,0.00106,0.0974,0.534,97.894,241360
5FGBOYI8mj9chVhWlNOVXK,Who U Wit,Lil Jon & The East Side Boyz,30,05jX3Kda6BmEpACV7unScz,Crunkest Hits,2011-03-15,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.937,0.807,1,-4.784,0,0.116,0.0262,0,0.0572,0.703,95.018,272773
5HOR3skey0qLfiTejqQ7KD,Get Ya Mind Right,Jeezy,0,0y2mImUdv1lJhK2zeB7qSA,Let's Get It: Thug Motivation 101 (Explicit Version),2005-01-01,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.394,0.779,5,-5.926,1,0.376,0.0207,0,0.365,0.654,79.335,221240
0Z2ke9CtxCONdyURCI3wIu,Walk It Out Remix feat OutKast & Jim Jones,Unk,0,7yRSVoy86IZc24kvQBKMMU,Walk It Out Remix feat OutKast & Jim Jones,2007-02-06,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.799,0.695,1,-6.085,0,0.258,0.0728,0,0.1,0.519,159.957,296560
2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,D4L,68,5PE3OnyEPOlTShpjij8Wfp,Down For Life,2005-11-08,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,224253
4ANjm2hzxA154u1slPxyeM,Choices,Project Pat,34,60dkMXwuRlDMnOis7Y4L2t,Ghetty Green,1999-09-14,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.851,0.566,1,-9.622,1,0.352,0.00621,7.44e-4,0.0595,0.517,170.034,166027
28hioqqNRQD0izp6KOXpoH,Mr. Big,8Ball & MJG,40,06SddgnxumQW8eVw2lcn9S,Comin Out Hard,2015-03-03,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.856,0.5,1,-10.697,1,0.285,0.00458,0.00192,0.0915,0.389,155.863,353853
2y06yEj8JnxUSlXuwLP4rJ,In My Blood,Scarface,14,2q2wy7VKGFgSIi3q2djUFJ,My Homies,1998,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.599,0.804,9,-10.233,1,0.432,0.069,0,0.0565,0.639,156.453,300852
1Xunvmk47Mju6oZlgzm2Ty,Burbons And Lacs,Master P,54,699xAzNxlXxgmkycTEqktC,Ghetto D,1997,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.926,0.453,7,-5.921,1,0.109,8.62e-4,5.95e-5,0.124,0.393,138.004,249933
6cTGIsgnvU6Uz7AwfuVq64,Is There A Heaven For A Gangsta?,Master P,18,2PJ1QoAJhgj1EBMciyPLfE,Best Of Master P,2005-01-01,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.722,0.767,6,-5.469,1,0.227,0.0235,0,0.167,0.697,78.737,193573
5wvxRlpUTSX9CE52yFZsIY,Cell Therapy,Goodie Mob,56,6cKgDS8oVcCNw9EjQf66er,Soul Food,1995-11-07,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.849,0.476,0,-10.479,1,0.445,0.0966,0,0.105,0.48,83.21,277133
7xJl2SNQT9ZqgXpiPXprnr,I'm A G,Rick Ross,33,42T8qfRs7jdpInsSk6nDJk,Port Of Miami,2006-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.502,0.685,10,-6.835,0,0.346,0.0798,0,0.0728,0.313,103.239,255400
7kndgH8ivxIQ8PNDOrtAbW,"Contract (feat. 8 Ball, MJG)",8Ball,30,0hk2hXNB5d65F400dhcdcV,Crunk Juice,2004-11-16,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.84,0.789,6,-3.909,0,0.377,0.0983,0,0.144,0.793,84.06,353440
6o2g1BJvtYQssH84kBYs7y,Back That Azz Up,Juvenile,65,6wpqS71CJr3I0dLguYiZdJ,400 Degreez,1998-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.874,0.714,7,-6.664,1,0.129,0.0155,0,0.0968,0.541,95.826,265600
7laHFXyvmclFYqn6sNnVOh,I Got That Fire,Juvenile,30,13dpViO7LNUr4OoBaUoAfD,Tha G-Code,1999-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.831,0.631,1,-8.202,1,0.251,0.0297,0,0.0694,0.218,101.946,347000
7EHuEc9jaRJIH22ffHRcRe,Mama Always Told Me,Silkk The Shocker,24,4j2FDRlXnrp2yYoWvM5lE2,Charge It 2 Da Game,1998-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.692,0.551,2,-8.252,1,0.248,0.0202,0,0.303,0.333,163.932,279800
0EvsLFtgq2ToSaH8UXmPK0,It Ain't My Fault,Silkk The Shocker,40,4j2FDRlXnrp2yYoWvM5lE2,Charge It 2 Da Game,1998-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.721,0.508,9,-10.564,1,0.363,0.0987,0,0.331,0.557,176.018,198995
0CAJdthKDdRjB2h8YOguN6,What You Know,T.I.,63,2X7s6Gt8Xz2qEwlw4GVcQo,King,2006-03-27,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,274333
0rceuwdoOmzDr90MuN1vxz,Tho Dem Wraps,Nelly,35,5v7Icroz1sQsK2sQyLrWzE,Country Grammar,2000-06-27,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.656,0.795,2,-6.859,1,0.0754,0.0026,0.0068,0.275,0.476,179.643,248467
1kzCW1BcPju60Af3H3x3pA,Yung World,YunginReckless,36,2qqn6pA4CErxTeSgaDhIgs,Yung World,2019-11-25,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,0.694,0.487,0,-4.838,0,0.175,0.111,0,0.113,0.205,139.986,164587
3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,70,6DeU398qrJ1bLuryetSmup,Under Construction,2002-11-11,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,263227
7I4zJamsReVjDMmx8GkH5r,Kingdom Come,Demi Lovato,1,3FXsa2yQb8hhpqvZgNKXay,Confident,2015-10-16,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.563,0.809,5,-5.09,0,0.0768,0.0276,0,0.365,0.275,176.029,244014
2ACys0pX0SjmpQmQWzp7wt,Jersey,Future,62,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,2015-09-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.758,0.526,5,-10.81,0,0.255,0.509,4.67e-4,0.0913,0.312,146.054,188703
5jddjli3YTIxueb3xFdLaA,Down To The Bottom,Dorothy,54,6QRQuIulSyoqOlNGJGLkmG,Down To The Bottom,2017-05-05,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.613,0.608,11,-5.429,0,0.0263,0.0147,0,0.245,0.523,87.467,152468
5GoaMYsGRwJa1kHT2WL6Hw,Search and Destroy,All Good Things,38,5zpVqaYzAKfEv7elusGjFi,Battle Rock,2013-07-15,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.59,0.888,2,-5.242,1,0.0783,0.00274,0,0.0694,0.344,123.016,247819
2NPHU2WJaI3rrtCNNuQ8L1,Raise Hell,Dorothy,63,5AYoffF42E0cgDuuNgzYir,ROCKISDEAD,2016-06-24,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.547,0.693,6,-6.404,1,0.0264,0.0224,0,0.523,0.716,79.963,181868
2BK4l09aPafX8i3rC2I4xF,Hawk Eyes,The Kicks,41,7ove6SbbKEk3mz5fJabfJj,Tonight Changes Everything,2012-09-23,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.515,0.934,0,-3.609,0,0.0482,0.00367,0,0.21,0.663,127.955,182827
6nxHMqTNKWlQnx5AFxz1iX,Green Machine,Kyuss,54,7wXj8GxTkGAUU99DXR7n2f,Blues For The Red Sun,1992-01-01,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.341,0.947,5,-8.801,1,0.0508,8.21e-5,6.92e-4,0.118,0.594,181.062,217907
6nDxUpsVjr4qAQGpd2oy6g,Hell on Wheels,Nick Nolan,36,3TuVfQxuglQcS7qb2i9FpB,Outlaw Blues 2,2015-02-07,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.382,0.771,7,-5.24,1,0.0365,0.00268,0.919,0.254,0.4,145.918,172384
4y6DOqPrT52Usm5Ls53ZIw,CheezNDope (feat. Young Dolph & Key Glock),Project Pat,51,2bEgZexHmr5DjkhR6QNCQr,CheezNDope (feat. Young Dolph & Key Glock),2019-07-12,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.842,0.558,7,-9.322,1,0.264,0.0439,7.37e-6,0.108,0.683,76.469,158496
0GNbF413D1n8yS2vLpOBhl,All Work,Curren$y,56,2sWApfoBIZpXEYPFCeIiBn,Back at Burnie’s,2019-12-20,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.688,0.88,9,-5.044,1,0.233,0.0564,0,0.154,0.618,140.904,150047
3cHfDtp6kGyfZB10lvZ2Xj,Krispy - Dirty,Kia Shine,35,0vygVe2qMUB42Rl2Kd2wsc,Due Season,2007-01-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.841,0.653,6,-5.926,0,0.205,1.64e-4,2.19e-4,0.107,0.486,94.141,267707
4u6JFQa45iIYPy5l8DK2xc,Lock My Door,Jeff Floyd,30,0zcqYY1KpOd6aOyZSbEagF,Keepin It Real,2008-07-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.718,0.819,10,-3.364,1,0.0356,0.258,1.35e-6,0.168,0.929,97.036,353547
6oEAnFhmoFH9TWWjX1QLBO,Party Like Back in the Day,T.K. Soul,38,0mAdwNQaVfh4Im891t17EK,The Hit Maker: 10 Years of Tk Soul,2012-10-23,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.955,0.467,9,-6.223,0,0.119,0.0224,0,0.108,0.907,115.992,345444
7h2TrjQI1z3sI7ZzQTf1eO,If You Dont Want Me,T.K. Soul,36,0mAdwNQaVfh4Im891t17EK,The Hit Maker: 10 Years of Tk Soul,2012-10-23,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.733,0.526,8,-7.389,0,0.0354,0.0209,0,0.0748,0.785,157.439,257516
6jC4P4UddgJKz4MOdpYlOo,After The Pain,Betty Wright,44,71IwMI1hVyRQEIATOqyKK0,Mother Wit,1988-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.611,0.478,0,-13.737,1,0.145,0.316,0,0.0677,0.742,171.288,420960
7coyz3MhQbSL7tZyWFD5DL,Just Can't Let Go,Sir Charles Jones,39,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.804,0.398,5,-7.571,1,0.0428,0.722,0,0.0346,0.61,82.477,280173
4agux2ri6ezt9QwwEToj9I,If I Back It Up,Nellie Tiger Travis,35,4mX1pzBgZbJjbnRNdjl119,Wanna Be With You,2005-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.655,0.459,1,-6.168,1,0.277,0.142,0,0.1,0.897,203.364,228987
3GO8K60dkaWLWMloGtvHTg,Older Woman (feat. Dellanor & Akilah),Pokey,0,66JLE1UZGAF8BkNOs6EFVR,Josephine Son Pokey,2013-07-04,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.655,0.463,0,-7.881,1,0.0432,0.452,0,0.106,0.644,78.55,305732
4oW2r1KLUckzXrofvgh95E,Soul Music,Vick Allen,35,3s2ZbPZJFLACSpT2836dzQ,Soul Music,2012-10-21,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.657,0.675,2,-5.536,1,0.0283,0.0888,6.15e-6,0.444,0.883,88.021,251000
22bnRpREhpBzy62K4QvdLX,Still My Love,Wilson Meadows,31,744a72Vaqri6Qt75W00xp5,Tighten Up,2014-09-14,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.502,0.401,0,-11.677,1,0.107,0.0498,0,0.0932,0.81,100.241,257987
1elrRWRsxxN4vdOQXcP7Wz,Enough,Flume,0,3dbaMkITsRRtXN7YQFt9by,Skin Companion EP II,2017-02-17,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.312,0.796,11,-5.8,1,0.0945,0.0255,0.00111,0.185,0.28,106.221,191144
5dwT1VohRzyqh0qO4HqsJm,Good Drank 2.0,2 Chainz,40,1M180UX1mt73TKPgRVnXuZ,Good Drank 2.0,2017-03-06,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.789,0.715,0,-3.477,1,0.178,0.367,0,0.0947,0.39,130.045,247385
6KBOvrddbomdb9dkarvwCl,Rolex,Ayo & Teo,3,5mgDBCCZhXUPAdiNdEjMwW,Rolex,2017-01-13,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.797,0.88,1,-2.534,1,0.04,0.0813,0,0.272,0.779,144.925,238379
0fOv9Usm5mbJ0H1EQ7zrIQ,Kush Ups (feat. Wiz Khalifa),Snoop Dogg,42,0TDrWBqGYPnJEd3DZpNnIx,COOLAID,2016-07-01,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.599,0.858,1,-2.848,1,0.0794,0.0163,0,0.297,0.61,149.448,237040
6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,70,3CCnGldVQ90c26aFATC1PW,4 Your Eyez Only,2016-12-09,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.657,0.421,9,-11.378,1,0.412,0.352,2.18e-4,0.187,0.181,174.063,264747
0rU1aBF8cQ8xS3H25qWuMz,Kill Jill,Big Boi,1,71tBINhopdR5mLZuLWmmje,Kill Jill,2017,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.771,0.527,7,-6.798,0,0.232,0.205,0,0.0978,0.113,139.934,266857
5rk2nRNREUq6TTSS7h11Fr,Razzle Dazzle (feat. Future),Mike WiLL Made-It,39,0jqcY0azNzkluuC8hxNGlw,Ransom 2,2017-03-24,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.769,0.603,1,-5.815,1,0.088,0.177,0,0.172,0.255,120.051,216041
67dyMPOUsbZ9Yg06PnfAAh,Draco,Future,9,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.804,0.456,8,-7.44,1,0.0468,6.68e-4,0,0.31,0.165,130.014,225135
6OQea06z3cbOqYgG2O6eOZ,Killing Spree,Logic,56,1HiN2YXZcc3EjmVZ4WjfBk,Everybody,2017-05-05,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.856,0.758,1,-5.783,0,0.227,0.0304,0,0.105,0.18,124.073,206613
0sLrHBMJNOxEcMhcseE3I4,Rollin' With Kid 'N Play,Kid 'N Play,43,1XN7cuhq8ZIvWsUUZ9xDzR,2 Hype,1988,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.761,0.727,1,-12.655,1,0.133,0.0362,0.00498,0.0461,0.739,103.013,243800
12G1TYIfbpvC0mdFFn4Pbg,Dopeman - Remix,N.W.A.,50,0Y7qkJVZ06tS2GUCDptzyW,Straight Outta Compton,1988-08-08,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.819,0.57,7,-9.313,1,0.374,0.00267,0,0.0692,0.694,176.241,320172
4cgJF9rKas2H5AC8FnNts0,Let's Play House,Tha Dogg Pound,52,7l1KUvadF1rcUXRhviJXXD,Dogg Food,1995,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.822,0.702,10,-4.759,0,0.0755,0.0919,0.00559,0.191,0.804,91.37,204440
76YDsWGWezclVy9Z6sDGhf,Da' Dip,Freak Nasty,50,1tiBNNEW1WPa59sVZ71Ers,Controversee…That's Life…and That's the Way It Is,1996-10-29,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.953,0.428,8,-17.199,1,0.298,0.0079,0.0302,0.224,0.723,131.737,237000
2c3z8TYNaMnzeyppLfvrtf,Mr. Big Stuff - Remix,Heavy D & The Boyz,28,1IMtIoqVIyoIIh212qPQro,Living Large,1987-10-25,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.723,0.484,7,-16.293,1,0.368,0.00318,0.00529,0.0785,0.731,201.262,202933
